item	gloss	aspect	frequency	rel_freq	flexibility	flexibility_broad	definite	ger	inf	mod	pred	precxn	ref	mod_rel	pred_rel	ref_rel	pred_rel_broad	ref_rel_broad	dispersion	dispersion_ref	dispersion_pred	dispersion_mod	dispersion_ref_broad	dispersion_pred_broad	dispersion_norm	dispersion_ref_norm	dispersion_pred_norm	dispersion_mod_norm
hat̓iːs	bathing	NULL	5	0.5976571838393497	0	NaN	0	0	0	0	5	0	0	0	0.5976571838393497	0	0	0	0.8426966292134832	1	0.8426966292134832	1	1	1	0.8490906901120078	1	0.8490906901120078	1
hawiɬ	finish-have.done	MOM	17	2.032034425053789	0.20363696854060853	NaN	0	0	0	0	16	0	1	0	1.9125029882859192	0.11953143676786995	0	0	0.6958979623405662	0.8911068611044705	0.6922214917523309	1	1	1	0.701178170894999	0.897868240395038	0.6974738046489222	1
hawiː	finish	TEL	1	0.11953143676786995	0	NaN	0	0	0	0	0	0	1	0	0	0.11953143676786995	0	0	0.9906765479321062	0.9906765479321062	1	1	1	1	0.9981934240635916	0.9981934240635916	1	1
hawiː(ƛ)	finish	TEL	2	0.2390628735357399	0	NaN	0	0	0	0	2	0	0	0	0.2390628735357399	0	0	0	0.9158498685154195	1	0.9158498685154195	1	1	1	0.9227989883174755	1	0.9227989883174755	1
haw̓	eat-fond.of.doing	NULL	2	0.2390628735357399	0	NaN	0	0	0	0	2	0	0	0	0.2390628735357399	0	0	0	0.952067893856084	1	0.952067893856084	1	1	1	0.9592918222329277	1	0.9592918222329277	1
haw̓a	eat-calling.for	MOM	6	0.7171886206072197	0	NaN	0	0	0	0	6	0	0	0	0.7171886206072197	0	0	0	0.9303131723643319	1	0.9303131723643319	1	1	1	0.9373720342045044	1	0.9373720342045044	1
haw̓iːqstu(ƛ)	get.hungry	TEL	3	0.35859431030360983	0	NaN	0	0	0	0	3	0	0	0	0.35859431030360983	0	0	0	0.8460435094429836	1	0.8460435094429836	1	1	1	0.8524629651933037	1	0.8524629651933037	1
hayaːqƛ	scared	NULL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.9896007650011953	1	0.9896007650011953	1	1	1	0.9971094785017464	1	0.9971094785017464	1
hayim	not.knowing	DUR	8	0.9562514941429596	0	NaN	0	0	0	0	8	0	0	0	0.9562514941429596	0	0	0	0.5191549127420511	1	0.5191549127420511	1	1	1	0.5230940623870889	1	0.5230940623870889	1
hayum	not.knowing	DUR	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.978962467128855	1	0.978962467128855	1	1	1	0.9863904612790559	1	0.9863904612790559	1
