lexeme	frequency	dispersion
ƛ̓aːʔaː-ʽis	0.9660530719579249	1
n̓aːcsa-a·ƛ	0.9660530719579249	1
m̓uč̓ič-ʔin	0.9660530719579249	1
kin̓uc-kʷačyu	0.9660530719579249	2
kin̓uc-yu	0.9660530719579249	1
wič	0.9660530719579249	1
m̓uč̓ič-ʔac-y̓ak	0.9660530719579249	1
ʔu-ca-ḥta-k	0.9660530719579249	1
čimʔiɬ	0.9660530719579249	3
ʔu-ʔi·ya	0.9660530719579249	1
muːq-pi(ƛ)	0.9660530719579249	1
hiːɬa-ʽiɬ	0.9660530719579249	1
hin-as-pi(ƛ)	0.9660530719579249	1
citk-pi(ƛ)	0.9660530719579249	2
hat̓iːs-ckʷi·-ʔaːɬ	0.9660530719579249	2
qʷa-ʔis	0.9660530719579249	1
ču-a·pi	0.9660530719579249	1
yaq-ʔič	0.9660530719579249	1
numaːk-ckʷi·	0.9660530719579249	1
hiš-imɬ	0.9660530719579249	1
kʷis-aḥi-ckʷi·	0.9660530719579249	1
ʔaya-imsuk	0.9660530719579249	1
hiš-imɬ-ʼawiƛ	0.9660530719579249	1
ḥaːḥuːpa-č̓ak	0.9660530719579249	1
wiːq-ḥaːp	0.9660530719579249	1
qʷi-ʼi·c-ckʷi·	0.9660530719579249	1
ḥim	0.9660530719579249	1
ʔu-cḥinƛ-st̓aɬ	0.9661726033946929	1
hist-ʼi(ƛ)	0.9661726033946929	1
ʕaʕa·sḥi	0.9661726033946929	1
yaqʷ-cḥinƛ	0.9661726033946929	1
ciq-ʼas	0.9661726033946929	2
nay̓aqak-šti·p	0.9661726033946929	1
ʔiq-ḥi·	0.9661726033946929	1
ʕic̓aːt	0.9661726033946929	1
ʕic-t̓uːɬa	0.9661726033946929	1
čapxʷ-cuw̓at	0.9661726033946929	7
ʔaƛ-p̓it	0.9661726033946929	1
saːntiː	0.9661726033946929	1
n̓up-qumɬ	0.9661726033946929	1
hiːs	0.9661726033946929	1
čačum	0.9661726033946929	1
ʔam̓a-in	0.9661726033946929	1
ƛa-ʼitap	0.9661726033946929	1
hiːɬ-čiːʕas	0.9661726033946929	1
ʔunic-ʼas	0.9661726033946929	2
ƛa-ʼas-um	0.9661726033946929	1
k̓ʷa-ḥta	0.9661726033946929	1
t̓i-n̓i-ʽisan̓ap	0.9661726033946929	1
ʔu-yi·ya	0.9661726033946929	1
ʔi	0.9661726033946929	1
ɬuč-cuw̓at	0.9661726033946929	2
ḥaːcḥuːɬ	0.9661726033946929	1
čačum-ʽpitap	0.9661726033946929	1
ʔaːy̓uːš-ḥy̓u·-ums	0.9661726033946929	1
ʔu-iːc-wa·s	0.9661726033946929	3
ʔi·ḥʷ-mis	0.9661726033946929	1
yaqʷ-iːc-wa·s-w̓it̓as	0.9661726033946929	1
t̓aːqya	0.9661726033946929	2
qʷayac̓iːk-snaʕaːɬ	0.9661726033946929	1
ʔu-na·kʷ	0.9661726033946929	1
hiš-cuw̓aƛ	0.9661726033946929	1
t̓aːqya-ʽiɬ	0.9661726033946929	1
hinkiːc	0.9661726033946929	1
taːna	0.9661726033946929	2
ʔu-paːɬ	0.9661726033946929	1
ƛayami-aɬa	0.9661726033946929	1
yaqʷ-iːc-wa·s	0.9661726033946929	1
huʔa-ayi·	0.9661726033946929	1
ʔani-iya	0.9661726033946929	2
wik-iːɬ	0.9661726033946929	1
t̓aːtn̓a-na·k	0.9661726033946929	1
waḥ-kʷa	0.9661726033946929	2
huʔa-cḥi	0.9661726033946929	1
qʷiːqsu	0.9661726033946929	1
wik-maʕuk	0.9661726033946929	2
haʔum-taq	0.9661726033946929	1
hiš-maʕuk	0.9661726033946929	1
dup.ƛ-n̓i	0.9661726033946929	1
paskit-iːɬ	0.9661726033946929	1
č̓in̓uqƛ	0.9661726033946929	1
qʷiː-ḥʷʼaɬ	0.9674874491991394	1
siqa-iːɬ	0.9674874491991394	2
tuḥ-ʼin	0.9674874491991394	1
ʔayu-p̓it	0.9674874491991394	1
hiːnip	0.9674874491991394	4
huʔa-as	0.9674874491991394	1
kaƛh	0.9674874491991394	1
his-umɬ-ʽis	0.9674874491991394	1
yac-insʔiː	0.9674874491991394	1
ʔunaḥ-i·y̓uɬ	0.9674874491991394	1
hiːnip-či·p	0.9674874491991394	2
ƛ̓iːxʷ-c̓us-ʼin	0.9674874491991394	2
ʔaqisḥ-cum	0.9674874491991394	1
ʔu-ʕašt	0.9674874491991394	1
ʔi·ḥʷ-p̓it	0.9674874491991394	1
ʔa·s	0.9674874491991394	1
nučḥ	0.9674874491991394	2
čaxt	0.9674874491991394	1
ʔu-n̓a·ḥ-či·p-ʼi·s	0.9674874491991394	1
ʔu-sum	0.9674874491991394	2
w̓anus	0.9674874491991394	1
c̓is-iːc-um	0.9674874491991394	1
maƛ-ʼaːs-um	0.9674874491991394	1
maƛ-p̓ič-ḥta-um	0.9674874491991394	1
qʷi-sum	0.9674874491991394	2
kutḥ	0.9674874491991394	2
siːḥʷ-wi·-ʼiɬ	0.9674874491991394	1
ḥumaqaː	0.9674874491991394	1
ḥumaqa·-či·	0.9674874491991394	1
ḥaːɬm̓aḥi	0.9674874491991394	1
paƛ-ʼiƛ	0.9674874491991394	3
kaɬa	0.9674874491991394	2
taɬa	0.9674874491991394	2
ʔinx	0.9674874491991394	1
ƛ̓uš	0.9674874491991394	2
maƛ-p̓ič-um	0.9674874491991394	1
ƛa-ʽis	0.9674874491991394	1
sačk-ʼiḥta	0.9674874491991394	1
hiš-a·cu	0.9674874491991394	1
y̓aːq	0.9674874491991394	1
yac-inksta-ʽis	0.9674874491991394	1
kaƛḥ-ʕaqstuƛ	0.9674874491991394	1
taːɬ-ʽis	0.9674874491991394	1
tupk	0.9674874491991394	1
hiɬ-tqya·p̓i-aɬ	0.9674874491991394	1
hin-iːc-ckʷi·	0.9674874491991394	1
wiky̓uː	0.967726512072675	2
hapumy̓amum	0.9690413578771216	2
haːʕin	0.9693999521874254	3
saštup	0.9693999521874254	2
c̓awa·-uː	0.9695194836241933	2
yaq-či-ʼatḥ	0.9707147979918719	2
ʔaːna	0.9715515180492469	3
humwic̓a	0.9751374611522832	1
kumt-kʷa	0.9751374611522832	4
quʔušin	0.9751374611522832	2
c̓iːk-iːkʷ	0.9751374611522832	1
haʔuk.	0.9751374611522832	1
mis-p̓u·qs	0.9751374611522832	1
yeː	0.9751374611522832	1
ʔu-sumḥi·	0.9751374611522832	2
haw̓-ʼik	0.9751374611522832	1
ḥanaːqƛ	0.9751374611522832	2
čums-m̓i·t	0.9751374611522832	3
naʔa·-p̓u·qs	0.9751374611522832	1
yac-ma·s	0.9751374611522832	1
mac	0.9751374611522832	1
suːḥʷ-n̓a·ḥ	0.9751374611522832	1
čums-m̓it	0.9751374611522832	1
suːḥʷ-iːp	0.9751374611522832	1
ʕač	0.9751374611522832	1
ɬuːčma	0.9751374611522832	1
čums	0.9751374611522832	4
ƛ̓apč-ʼi·tap	0.9751374611522832	1
siqa	0.9751374611522832	1
k̓ic-nu·xʷiɬ	0.9751374611522832	1
ʕam̓iːt	0.9751374611522832	7
ƛ̓uɬ-apu(ƛ)	0.9751374611522832	2
ʔu-ca-ḥta·kʷ	0.9751374611522832	1
č̓am-ʼi·ƛiɬ	0.9751374611522832	2
ʕiqat	0.9751374611522832	1
c̓ap	0.9751374611522832	1
ʔu-naqa	0.9751374611522832	1
nisw	0.9751374611522832	1
waʔič-ʽpiƛ	0.9751374611522832	1
haw̓a-ʼa·s	0.9751374611522832	1
ʔayisaq-ʼaqƛ	0.9751374611522832	1
dupcvː-c̓iːk-iːk	0.9751374611522832	1
qʷaː-in̓ak̓uːḥ	0.9751374611522832	1
ʔayisaq	0.9751374611522832	1
qʷi-ʼi·c-ʼaːh	0.9751374611522832	1
haʔum-na·k	0.9751374611522832	1
wišq-ʼaqƛ	0.9751374611522832	1
sumt	0.9751374611522832	1
suːḥʷ-ašt	0.9751374611522832	1
ʔaːʔaːtuː	0.9751374611522832	1
qʷiː-ʼatup	0.9751374611522832	1
naʔa·-ʼiːk	0.9751374611522832	1
m̓aw̓aː	0.9751374611522832	1
yaːʔaɬ	0.9751374611522832	1
ʔu-ca·	0.9751374611522832	1
qu	0.9751374611522832	1
qʷis-aya	0.9751374611522832	1
dupcvː-c̓iːk-iːk-kʷačiƛ	0.9751374611522832	1
ma-ʔayiɬ	0.9765718383934975	2
sač̓ica	0.9765718383934975	1
hawiɬ-ʔaːɬ	0.9765718383934975	1
ʕiɬč-snaʕaːɬ	0.9765718383934975	2
ʔu-maːp	0.9765718383934975	1
takaː	0.9765718383934975	1
ɬiciːt	0.9765718383934975	1
ɬicw̓isa	0.9765718383934975	1
c̓awa·-ʼatḥ	0.9765718383934975	1
ʔana-sči-ʼatḥ	0.9765718383934975	1
haʔum-i·ty̓a·p	0.9765718383934975	1
inq-ʽsa(ƛ)	0.9765718383934975	2
qiː-ʽis	0.9765718383934975	1
ʔaʔim-šti·p	0.9765718383934975	1
ƛa-san̓ap	0.9765718383934975	1
č̓iːt-y̓akʷ	0.9765718383934975	1
ɬaqʷ-aqti	0.9765718383934975	1
ɬiḥiyasum	0.9765718383934975	1
k̓uːq	0.9765718383934975	1
y̓ak-iːʔi(ƛ)	0.9765718383934975	1
yaːs-yumɬ-ʽiɬ	0.9765718383934975	1
hapumy̓um	0.9765718383934975	1
huyaːɬ-aqa	0.9765718383934975	1
nuːk-na·k	0.9765718383934975	1
ƛ̓aḥ	0.9765718383934975	3
ʔiq-ʽis	0.9765718383934975	1
ʔu-kʷinkʷ	0.9765718383934975	1
y̓uːkʷiːqsu-sa	0.9765718383934975	1
ʕiḥ-ʼiːk	0.9765718383934975	1
kamatqʷ-iːʔi(ƛ)	0.9765718383934975	1
t̓i-ʼu·p	0.9765718383934975	1
ʔuːš-na·k	0.9765718383934975	1
kʷis-tu·p-aq	0.9765718383934975	1
kʷiːsaḥi	0.9765718383934975	1
c̓istu·p	0.9765718383934975	2
ʔu-kʷiːɬ-na·k	0.9765718383934975	1
ʔu-taḥ	0.9765718383934975	1
c̓is-san̓ap	0.9765718383934975	1
ɬuːč̓-a·n…iya	0.9765718383934975	1
n̓ač-n̓i-ʽsa(ƛ)	0.9765718383934975	1
yaːɬ-ʽis	0.9765718383934975	1
masčum	0.9765718383934975	1
wimaʕin	0.9765718383934975	1
t̓i-misa	0.9765718383934975	2
ƛ̓upk-aksu(ɬ)	0.9765718383934975	1
hiɬ-n̓i·-ʽis	0.9765718383934975	1
t̓i-(w)aʕaq-ʽis	0.9765718383934975	1
t̓i-(w)aʕaq-san̓ap	0.9765718383934975	1
n̓ač-i·s	0.9765718383934975	1
ʕiɬč-na·k	0.9765718383934975	2
ʔuyaqḥ-na·k	0.9765718383934975	2
qiː-kʷa·ɬ	0.9765718383934975	1
ta-ʽis	0.9765718383934975	1
yuxt	0.9765718383934975	1
ƛ̓iptkʷ	0.9765718383934975	1
haɬmi·ḥa	0.9765718383934975	1
wiːq-ʔinƛ	0.9765718383934975	1
wyiːy̓a	0.9765718383934975	1
ɬakʷ	0.9765718383934975	1
qʷi-a·nuːƛ	0.9769304327038011	1
haw̓-a·ḥin	0.9769304327038011	1
ƛaːc̓um	0.9769304327038011	1
qʷis-na·k	0.9769304327038011	1
ʔu-ʼiːḥ-w̓it̓as	0.9769304327038011	1
ʔaʔum-štu·p	0.9769304327038011	1
kaƛḥ-ʼaqstuƛ	0.9769304327038011	1
wiːnap-ʼa·ʔa	0.9769304327038011	1
ɬaḥ-ʼas	0.9769304327038011	1
ʔuːš-tup	0.9769304327038011	1
hiɬ-ʼa·qsta-ʼas	0.9769304327038011	1
ʕamaʕas	0.9769304327038011	1
ʔu-kʷi·qsta	0.9769304327038011	1
husmin	0.9769304327038011	1
t̓aps-atu	0.9769304327038011	1
yaqʷ-in̓ak̓uːḥ	0.9769304327038011	1
ʔu-ca-ḥta·k-sa	0.9769304327038011	3
hin-kʷay̓iːḥ	0.9769304327038011	1
hin-iːp	0.9769304327038011	1
wiḥ-či-san̓ap	0.9769304327038011	1
sup̓ic-ʽis	0.9769304327038011	1
c̓us	0.9769304327038011	2
hatkʷ-c̓u·-san̓ap	0.9769304327038011	1
tuːk-i·č-san̓ap	0.9769304327038011	1
hatkʷ-misa	0.9769304327038011	2
wiːmat	0.9769304327038011	1
qʷi-ʔiː-ʽis	0.9769304327038011	1
kuːhkuḥʷʼisa	0.9769304327038011	1
saya·-ʽis-aʔa	0.9769304327038011	1
ḥaːm̓a-maḥsa	0.9769304327038011	1
wiːmat-ʽis	0.9769304327038011	1
qʷyac̓iːk	0.9769304327038011	1
ʼa·qƛ̓iƛ	0.9769304327038011	2
ma·su·ɬ-qčik	0.9769304327038011	2
tuxʷ-kʷist-ʼa·ʔa	0.9769304327038011	1
c̓us-kʷis-san̓ap	0.9769304327038011	1
č̓i-ʔakʷa	0.9769304327038011	1
huʔa-ḥt-ʼas	0.9769304327038011	1
wik-ʽis-ʕi(ƛ)	0.9769304327038011	1
mis-ma·-ʽis	0.9769304327038011	1
qʷi-ca-ḥta	0.9769304327038011	1
kuːw̓iɬ	0.9769304327038011	2
mitxʷ-umɬ-ʼi·(ƛ)	0.9769304327038011	1
hicnup-ʼaqƛ̓as	0.9769304327038011	1
qiː-či·ɬ	0.9769304327038011	1
ʔaya-ʽ(i)pi(ƛ)	0.9769304327038011	1
tums	0.9769304327038011	1
ik-ʼity̓ak	0.9769304327038011	1
tums-a·p	0.9769304327038011	1
t̓apat-na·k	0.9769304327038011	1
maḥt̓aqas	0.9769304327038011	1
hist-wa·s	0.9769304327038011	1
qʷiš-ckʷi·	0.9769304327038011	1
xaːʔamin	0.9769304327038011	1
puː	0.9769304327038011	1
y̓ak-wa·s	0.9769304327038011	1
ƛ̓is-umɬ-aq	0.9769304327038011	1
ḥaw̓iɬ-matak	0.9769304327038011	1
ƛ̓is-umɬ	0.9769304327038011	1
w̓ašq	0.9769304327038011	1
ma·su·ɬ	0.9769304327038011	1
hiɬ-tqya·p̓i	0.9769304327038011	1
ƛ̓iptk	0.9769304327038011	1
wiːʔis	0.9769304327038011	1
qiː-ʼatḥ	0.9769304327038011	1
hin-(w)a(ƛ)	0.9769304327038011	1
ʔaqis-cum	0.9769304327038011	1
sukʷi(ƛ)-ʼa·s-na·k	0.9769304327038011	1
hiš-umɬ-ʽipiƛ	0.9769304327038011	1
numa-ckʷi·q-aɬ	0.9769304327038011	1
hiːɬ-ciːʕas	0.9769304327038011	1
huʔa-ʼa·qƛ̓iƛ	0.9769304327038011	1
ʔu-a·nuːƛ	0.9769304327038011	1
saːpinq-as	0.977049964140569	5
ciʕas-w̓it̓as	0.977049964140569	1
yawaː	0.977049964140569	1
qʷac̓aɬ-aq	0.977049964140569	1
ƛuɬ-y̓i·ḥa	0.977049964140569	1
ciʕas	0.977049964140569	1
su-cḥinƛ-maḥsa	0.977049964140569	1
su-cḥi-maḥsa	0.977049964140569	1
wikstup	0.977049964140569	2
witqʷ-api	0.977049964140569	1
witq	0.977049964140569	2
wikstup,	0.977049964140569	1
witq-p̓a·	0.977049964140569	1
ʔinis	0.977049964140569	1
ʕas-ayi·	0.977049964140569	1
č̓ikn̓a-m̓i·t	0.977049964140569	2
qʷis-cum	0.977049964140569	1
witqʷ-p̓a·	0.977049964140569	1
nučiː	0.977049964140569	4
ƛ̓am-a·s	0.977049964140569	2
ʕaɬmapt	0.977049964140569	3
qinu	0.977049964140569	1
ƛ̓uɬ-api	0.977049964140569	1
n̓ač-ḥta·kʷ	0.977049964140569	2
ʔič̓a	0.977049964140569	2
ƛ̓uɬ-apuƛ	0.977049964140569	1
wa·-maḥsa	0.977049964140569	1
ɬuḥ	0.977049964140569	3
ʔay̓ix	0.977049964140569	1
wik-in̓ak̓uːḥ	0.977049964140569	1
wiḥ-ʼa·ʔa	0.977049964140569	1
t̓učkqum	0.977049964140569	1
ni-yasu·	0.977049964140569	1
qaḥ-kʷa	0.977049964140569	3
hiɬ-ačišt-ʼatḥ	0.977049964140569	1
hakʷiːḥa	0.977049964140569	1
wiḥ	0.977049964140569	1
ʔi·ḥʷ-siɬa-api	0.977049964140569	1
maːmaːti-stup	0.977049964140569	1
k̓ʷiːšk̓ʷiːk̓ʷa	0.977049964140569	1
č̓ikn̓a	0.977049964140569	1
c̓ixʷatin	0.977049964140569	1
ti·ča	0.977049964140569	2
hiš-ʔa-ḥta·	0.977049964140569	1
c̓awa·-panač	0.977049964140569	1
c̓awa·-činkʷ-ʔaːɬ	0.977049964140569	1
kʷis-qʔičḥ	0.977049964140569	1
wača·k	0.977049964140569	1
saːpin-m̓i·t	0.977049964140569	1
ʔuːš-ink	0.977049964140569	1
y̓umwa·	0.977049964140569	1
ʕac̓ik-ckʷi·	0.9782452785082477	1
hiɬ-ʔaːḥi	0.9782452785082477	1
piḥ-i·s	0.9782452785082477	1
qʷiyu-matak	0.9782452785082477	1
waːsniːp-m̓i·t	0.9782452785082477	7
ƛawaː-ʼas	0.9782452785082477	1
dupcv-ʔu·q	0.9782452785082477	1
wa·ɬ-ʼaqstu(ƛ)	0.9782452785082477	1
k̓at	0.9782452785082477	1
haw̓a-ca·q	0.9782452785082477	1
t̓iqs-ʽpiƛ	0.9782452785082477	1
našaːk	0.9782452785082477	1
haʔuk-w̓it̓as	0.9782452785082477	1
qʷi-ʼi·c-w̓it̓as	0.9782452785082477	1
wa·ɬ-ʼaqƛ	0.9782452785082477	1
n̓ač-maɬ-api	0.9782452785082477	1
tumq	0.9782452785082477	1
ḥačw̓aḥs	0.9782452785082477	5
yac-ʼaḥs	0.9782452785082477	2
ʕišiː	0.9782452785082477	5
tu-wa·s	0.9782452785082477	1
nixtin	0.9782452785082477	2
k̓ač	0.9782452785082477	2
č̓am-aḥuːp	0.9782452785082477	1
ƛaya-ʔum-č	0.9782452785082477	1
huʔa-ʔa·s	0.9782452785082477	1
k̓ama-qs	0.9782452785082477	1
haw̓a-api	0.9782452785082477	1
puʕaɬʔatu	0.9782452785082477	1
w̓ana	0.9782452785082477	1
waːsniːp-m̓it	0.9782452785082477	1
yaːʔaɬ-ʼa·s	0.9782452785082477	1
c̓iːk-s-ʼiːk	0.9782452785082477	1
wa·ɬ-c̓an̓aq	0.9782452785082477	1
yac-sit-ʽsaƛ	0.9782452785082477	1
ʔu-kš	0.9782452785082477	1
kamatqʷ-maɬ-api	0.9782452785082477	1
ʔu-ma·p-ʼiːk	0.9782452785082477	1
ʕiq	0.9782452785082477	1
wim̓aːqstu(ƛ)	0.9782452785082477	1
tuxʷ-mi·s	0.9782452785082477	1
suː	0.9782452785082477	1
ʕam̓aːk̓ʷaɬ	0.9782452785082477	1
c̓iːk-ʼiːk	0.9782452785082477	1
waɬ-kʷa	0.9782452785082477	1
xʷak-yu·	0.9782452785082477	1
hašiy̓in	0.9789624671288549	1
hint	0.9789624671288549	3
qʷis-tu·p	0.9789624671288549	1
ʔu-n̓aḥi	0.9789624671288549	1
čink	0.9789624671288549	2
t̓iqʷ-a·n̓u-ʽsaƛ	0.9789624671288549	1
čam-a·s	0.9789624671288549	1
qiː-yas	0.9789624671288549	1
kʷis-ʼatḥ	0.9789624671288549	5
kʷis-ʼa·tḥ	0.9789624671288549	5
ʔaqi-čiːɬ	0.9789624671288549	2
ʔaqis	0.9789624671288549	1
yaqʷ-iːɬ	0.9789624671288549	1
yaxʷ-maɬ-api	0.9789624671288549	1
n̓a·n̓ič	0.9789624671288549	4
hiniː	0.9789624671288549	1
kʷi·sc-maɬ-snaʕaːɬ	0.9789624671288549	1
ʔaːna-na·k	0.9789624671288549	2
qʷaː-cum	0.9789624671288549	1
hiɬ-cu·t	0.9789624671288549	1
wa·waɬ-p̓ičḥ	0.9789624671288549	1
čat-cu·t-ʼum	0.9789624671288549	1
kʷi-y̓akʷ	0.9789624671288549	1
kʷiːs-ca-a·pi	0.9789624671288549	1
čat-as-ʼakƛi	0.9789624671288549	2
kʷi-č̓akʷ	0.9789624671288549	1
tupk-api	0.9789624671288549	1
kʷi-ckʷi·	0.9789624671288549	1
tu-ʔaɬa	0.9789624671288549	1
ƛ̓uḥ-as-ʼakƛi	0.9789624671288549	2
muk-ʼa·qƛ̓iƛ	0.9789624671288549	1
ʕat̓uː-m̓i·t	0.9789624671288549	7
ʔuxʷaːpiq-iːɬ	0.9789624671288549	2
ʔu-ʼatup	0.9789624671288549	1
kʷiːs-ca-ʔa·p	0.9789624671288549	1
kʷis-ca-ʔa·p-uƛ	0.9789624671288549	1
čaʔaːɬči	0.9789624671288549	1
sus-ačišt	0.9789624671288549	1
ʕat̓uː	0.9789624671288549	2
ƛ̓uq	0.9789624671288549	1
kapxʷ	0.9789624671288549	1
ʔani-(š)tis-wa·	0.9789624671288549	1
hayum	0.9789624671288549	1
yaq-ink	0.9789624671288549	1
naʔa·-ataḥ	0.9814726273009802	2
ʔu-y̓inƛ	0.9814726273009803	3
mamuːk-yaq-ʽiɬ	0.9819507530480517	1
maʔiƛqac	0.9819507530480517	4
t̓eːn̓a	0.9819507530480517	3
naq-uːti	0.9819507530480517	1
c̓iːḥatiq-iːɬ	0.9819507530480517	1
naq-uːti-či·s	0.9819507530480517	1
waːs	0.9819507530480517	1
ʔu-ḥta·-sa	0.9819507530480517	1
xaːšxiːp	0.9819507530480517	8
ɬaːkcaḥi-cum	0.9819507530480517	1
n̓ač-misa	0.9819507530480517	1
ʔu-m̓a-ʔiː	0.9819507530480517	1
mat-misa	0.9819507530480517	1
č̓axʷac	0.9819507530480517	2
wawaː-qčik	0.9819507530480517	2
ni-cwi·	0.9819507530480517	2
kacutum	0.9819507530480517	1
ƛawa-ʔi·	0.9819507530480517	1
ʔuːm	0.9819507530480517	3
mat-wa·s	0.9819507530480517	1
mat-a·s	0.9819507530480517	2
wi-ʕaƛ-p̓ičḥ	0.9819507530480517	1
ʕiḥ-p̓ičḥ	0.9819507530480517	2
t̓iqʷ-ʼi·(ƛ)	0.9819507530480517	1
naq-uːti-ʼi·s	0.9819507530480517	1
naʔa·-suːk	0.9819507530480517	1
qiː-p̓it-ʕaƛ	0.9819507530480517	1
ʔayu-p̓it-ʕaƛ	0.9819507530480517	1
dupcv-č̓iḥ-ḥɬi	0.9884054506335167	1
ƛ̓aḥ-iqs-iːɬ	0.9884054506335167	1
n̓uḥ	0.9884054506335167	1
quːxsum	0.9884054506335167	1
piːcksy̓i	0.9884054506335167	2
hiʔiːs-w̓it̓as	0.9884054506335167	1
c̓us-ʼi·(ƛ)	0.9884054506335167	1
m̓u-ʔakʷa	0.9884054506335167	1
č̓ičmaq	0.9884054506335167	1
his-sta·	0.9884054506335167	1
t̓iqʷ-sči-piƛ	0.9884054506335167	1
ʔuːš-y̓inƛ	0.9884054506335167	1
haɬa·q-p̓uːƛ	0.9884054506335167	1
ʔuːš-aḥta	0.9884054506335167	1
hiš-aḥta	0.9884054506335167	1
dupcv-č̓iḥ-ḥɬi·	0.9884054506335167	1
ʔunič	0.9884054506335167	1
hapt-ʽiɬ	0.9884054506335167	1
n̓uḥ-yaq-ʽiɬ	0.9884054506335167	1
ƛawa-qčik	0.9884054506335167	1
miɬ	0.9884054506335167	1
ƛ̓iːc̓uː	0.9884054506335167	1
maːʔuk	0.9894812335644274	3
haʔum-n̓a·ḥ	0.9894812335644274	1
t̓aqsiːʔiɬ	0.9894812335644274	1
n̓ač-ʼaɬuk	0.9894812335644274	2
ƛ̓aq-swi·-ʼas	0.9894812335644274	2
ʕiːɬmakt	0.9894812335644274	2
pis	0.9894812335644274	1
kaɬapoːɬiya	0.9894812335644274	1
qu-ʼi·c	0.9894812335644274	1
ƛičḥsa	0.9894812335644274	1
cacak̓is	0.9894812335644274	1
ƛaːn̓uɬ	0.9894812335644274	2
qim-aɬ-it-wa·	0.9894812335644274	1
č̓iḥ-su·qƛ	0.9894812335644274	1
qʷi-čis-it	0.9894812335644274	1
puːmaɬ-it	0.9894812335644274	1
hatk-mi·ʔa	0.9894812335644274	1
m̓uːkuːk	0.9894812335644274	2
ʔa·ta	0.9894812335644274	1
k̓aʔaqmis	0.9894812335644274	1
hatkʷ	0.9894812335644274	1
ʔac-ʔin	0.9894812335644274	1
ʔu-kɬaː	0.9894812335644274	1
ʼaḥs	0.9894812335644274	1
wiḥi-sa(ƛ)	0.9894812335644274	1
čam-p̓u·qs	0.9894812335644274	1
huːʔak-sy̓uːč	0.9894812335644274	1
k̓aːʔin	0.9894812335644274	1
ciɬ	0.9894812335644274	1
a·sc̓a	0.9894812335644274	1
taːkšiƛ	0.9894812335644274	1
n̓ač-ʼu·(ƛ)-ʼas	0.9894812335644274	1
mixtuk	0.9894812335644274	1
nawa·s-ʼas	0.9894812335644274	1
ʕiqat-ʕin	0.9894812335644274	1
ḥaːy̓iːs	0.9894812335644274	1
muːɬ-ʔis	0.9894812335644274	1
qʷaːʔuːc	0.9894812335644274	1
ʔam-umɬ	0.9896007650011953	1
qʷaː-ʼaːḥ	0.9896007650011953	1
c̓aḥʷackʷi	0.9896007650011953	2
c̓us-ʼi·tap	0.9896007650011953	4
qʷi-maʕuk-maḥsa	0.9896007650011953	2
ƛ̓aʕiːk	0.9896007650011953	2
t̓ut̓unaxk̓uk	0.9896007650011953	1
pic̓up	0.9896007650011953	1
č̓itapt	0.9896007650011953	1
pikaʔuːq-iːɬ-y̓akʷ	0.9896007650011953	1
paːskit-iːɬ-y̓akʷ	0.9896007650011953	1
ʔana-siɬa-sa	0.9896007650011953	1
ciq-inkʷ	0.9896007650011953	1
ʔu-wink	0.9896007650011953	1
čiːc-y̓akʷ-štu·p	0.9896007650011953	1
wica	0.9896007650011953	2
ʔu-ʼiːḥ	0.9896007650011953	1
c̓us-ʼi·tap-w̓it̓as	0.9896007650011953	1
ʕakʷ	0.9896007650011953	1
ƛaḥ-c̓a	0.9896007650011953	1
ɬawyer	0.9896007650011953	1
ʔu-aqsti·-ckʷi·	0.9896007650011953	1
piːpaː	0.9896007650011953	1
ƛiːsy̓ak	0.9896007650011953	1
ƛ̓ax̣-y̓akʷ	0.9896007650011953	1
ƛ̓ax̣	0.9896007650011953	1
qiː-sasaƛ	0.9896007650011953	1
ʔuːqḥɬi	0.9896007650011953	1
m̓a-ʼiƛ	0.9896007650011953	1
inkʷ	0.9896007650011953	1
ʔiːḥʷ-ckʷi·	0.9896007650011953	1
hayaːqƛ	0.9896007650011953	1
tupʕaqstuƛ	0.9896007650011953	1
tupʕaqƛ	0.9896007650011953	1
ḥa-ʼiƛ	0.9896007650011953	2
wik̓i·t	0.9896007650011953	1
tum-ʼaqstuƛ	0.9896007650011953	2
n̓iƛaːk	0.9896007650011953	1
qaːc-š	0.9896007650011953	1
wiːkš	0.9896007650011953	1
ʔuk-š	0.9896007650011953	1
tum-ʼaqstuːɬ	0.9896007650011953	1
ʔu-ʼiƛ	0.9896007650011953	1
qʷaʔuːc	0.9896007650011953	1
tuškayiɬim-m̓i·t	0.9896007650011953	1
ʔiːḥ-ckʷi·	0.9896007650011953	1
ʔukʷa-iqs	0.9896007650011953	1
ʔaƛa-čiɬ	0.9906765479321062	1
kʷis-ʼatḥ-a	0.9906765479321062	1
ʔiaḥʔaː	0.9906765479321062	1
kʷis-ḥin	0.9906765479321062	1
ƛiːsƛiːsaq-uɬ-ʼas	0.9906765479321062	1
ʔuːš-c̓iːɬ	0.9906765479321062	1
mamaɬn̓iq	0.9906765479321062	2
hawiː	0.9906765479321062	1
ƛiːsƛiːsa	0.9906765479321062	1
waɬaːkʷ	0.9906765479321062	1
mamaɬn̓iq-a	0.9906765479321062	1
wik-sčiːk	0.9906765479321062	1
ḥaːy̓aq-ʼaːɬ	0.9906765479321062	1
hiniːy̓uɬ	0.9906765479321062	1
qʷa-(y)a·tuk	0.9906765479321062	1
wišk	0.990796079368874	1
