item	frequency	REF	PRED	MOD	dispersion	dispersionREF	dispersionPRED	dispersionMOD	dispersionNorm	dispersionREFNorm	dispersionPREDNorm	dispersionMODNorm	gloss
ʔayisaq	2	0	2	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	trick
ʔayisaq-siɬa-w̓it̓as	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	deceive-act.like-about.to
ʔayu	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	many
ʔayu-p̓it-ʕaƛ	1	0	1	0	0.9819507530480517	1	0.9819507530480517	1	0.9894014211730701	1	0.9894014211730701	1	many-times-make.sound
ʔay̓ix	1	0	0	1	0.977049964140569	1	1	0.977049964140569	0.9844634469468867	1	1	0.9844634469468867	
ʔa·s	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	??
ʔa·ta	1	0	1	0	0.9894812335644274	1	0.9894812335644274	1	0.9969890401059858	1	0.9969890401059858	1	lacking
ʔačaq	2	1	1	0	0.8724599569686827	0.9158498685154195	0.9566100884532632	1	0.8790798506563893	0.9227989883174755	0.9638684812718296	1	
ʔačaq-ʔišt	2	1	1	0	0.7726512072675115	0.887042792254363	0.8856084150131484	1	0.7785137901963147	0.8937733349391788	0.8923280741900517	1	who-??
ʔašx	1	1	0	0	0.867798230934736	0.867798230934736	1	1	0.8743827532217272	0.8743827532217272	1	1	filth
ʔašx̣	2	0	2	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	dirty
ʔašx̣ʷ	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	dirty
ʔaƛ	10	3	4	1	0.5269423858474779	0.747310542672723	0.6935213961271814	0.9789624671288549	0.53094062387089	0.7529808502950742	0.6987835722028183	0.9863904612790558	two
ʔaƛ-qʔičḥ	1	0	1	0	0.9884054506335167	1	0.9884054506335167	1	0.9959050945441408	1	0.9959050945441408	1	two-year
ʔaƛa	17	4	9	3	0.4203639380686532	0.7634472866363854	0.5721305814540336	0.8131723643318193	0.42355349944385795	0.7692400337227508	0.5764716902859743	0.8193424063591473	
ʔaƛa-c̓as	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	two-at.the.crown
ʔaƛa-ʔi·(ƛ)	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	two-take
ʔaƛakʷaɬ	10	2	5	1	0.6143915849868518	0.887042792254363	0.698541716471432	0.8911068611044705	0.6190533542093222	0.8937733349391788	0.7038419848247622	0.897868240395038	eight
ʔaƛpu	2	0	2	0	0.80695672961989	1	0.80695672961989	1	0.8130796097795977	1	0.8130796097795977	1	seven
ʔaƛpu-p̓it	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	seven-times
ʔaƛpu-qʔičḥ	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	seven-year
ʔaƛp̓uː	1	0	0	0	0.887042792254363	1	1	1	0.8937733349391788	1	1	1	
ʔaɬčac	2	2	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	
ʔaʔataɬ	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	ask
ʔaʔaːtuː	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	ask
ʔaʔim	4	1	3	0	0.80695672961989	0.9158498685154195	0.80695672961989	1	0.8130796097795977	0.9227989883174755	0.8130796097795977	1	
ʔaʔim-šti·p	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	immediately-do.while
ʔaʔiːḥ	1	0	0	1	0.9203920631125987	1	1	0.9203920631125987	0.9273756473563773	1	1	0.9273756473563773	
ʔaʔiːḥʷ	2	0	2	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	very.big
ʔaʔum	6	0	6	0	0.7846043509442983	1	0.7846043509442983	1	0.7905576297723713	1	0.7905576297723713	1	
ʔaːma	1	1	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	
ʔaːna	3	0	3	0	0.9715515180492469	1	0.9715515180492469	1	0.9789232807419005	1	0.9789232807419005	1	really
ʔaːna-na·k	2	0	2	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	really-having
ʔaːnaḥa	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	??
ʔaːnaḥi	3	0	3	0	0.9240975376524025	1	0.9240975376524025	1	0.9311092376249548	1	0.9311092376249548	1	really?
ʔaːni	5	0	5	0	0.8499880468563232	1	0.8499880468563232	1	0.8564374322534024	1	0.8564374322534024	1	
ʔaːp	2	0	2	0	0.8571599330623955	1	0.8571599330623955	1	0.8636637359990366	1	0.8636637359990366	1	friendly
ʔaːsiːqsu	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	
ʔaːy̓uːš-ḥy̓u·-ums	1	1	0	0	0.9661726033946928	0.9661726033946928	1	1	0.973503552932675	0.973503552932675	1	1	many-related-thing
ʔaːʔaːtuː	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	
ʔaːʔaːʔiša	5	0	5	0	0.7333253645708822	1	0.7333253645708822	1	0.7388895579910876	1	0.7388895579910876	1	hurry
ʔaːʔaːʔiša·	2	0	2	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	
ʔaːʔiːktaq	3	0	3	0	0.69304327038011	1	0.69304327038011	1	0.698301818619776	1	0.698301818619776	1	happen.miraculously
ʔaːʔiːktaqyu-ckʷi·	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	happen.miraculously-happened
ʔaːḥʔasa	10	0	10	0	0.4128854888835763	1	0.4128854888835763	1	0.4160183066361555	1	0.4160183066361555	1	
ʔaḥ	105	73	16	14	0.31686873171453617	0.3317652337085201	0.4596133158020559	0.5828865134387489	0.3192730109025424	0.33428254187709017	0.4631006864988558	0.587309234183858	
ʔaḥku·	6	3	3	0	0.6881424814726274	0.8807076261056658	0.8074348553669616	1	0.6933638443935928	0.8873900999638685	0.8135613633626401	1	
ʔaḥku·-či·p	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	right.here-for
ʔaḥkuː	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	here
ʔaḥʔaː	107	55	48	1	0.27466425071663	0.22696846543368182	0.523129333014583	0.9661726033946928	0.27674829838556264	0.22869061565918128	0.5270986390461281	0.973503552932675	
ʔaḥʔaːɬ	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	
ʔi	1	0	0	0	0.9661726033946928	1	1	1	0.973503552932675	1	1	1	
ʔiaḥʔaː	1	1	0	0	0.9906765479321061	0.9906765479321061	1	1	0.9981934240635915	0.9981934240635915	1	1	
ʔiiːḥ	1	0	0	1	0.887042792254363	1	1	0.887042792254363	0.8937733349391788	1	1	0.8937733349391788	
ʔimc̓ak	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	
ʔimč̓aːqy̓ak	2	0	2	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	
ʔin	52	0	7	0	0.369140660916898	1	0.7194597179058093	1	0.37194155958458014	1	0.7249187040828617	1	
ʔinis	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	wishing
ʔink	7	7	0	0	0.7548410231890988	0.7548410231890988	1	1	0.76056846922799	0.76056846922799	1	1	fire
ʔinkʷ	20	16	4	0	0.7926249103514224	0.9426249103514225	0.7208940951470236	1	0.7986390461279055	0.949777188967843	0.7263639648319884	1	fire
ʔinkʷ-as	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	fire-on.board
ʔinkʷ-as-ckʷi·-matak	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	fire-on.board-done-probably
ʔinkʷ-iːɬ	2	0	2	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	fire-make
ʔinkʷ-ʽiɬ	4	4	0	0	0.9083193879990438	0.9083193879990438	1	1	0.9152113693845598	0.9152113693845598	1	1	fire-on.the.floor
ʔint	2	0	2	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	come
ʔinx	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	get.ready
ʔinčiɬ	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	??
ʔinštis	3	1	2	0	0.8911068611044705	0.8911068611044705	0.8911068611044705	1	0.897868240395038	0.897868240395038	0.897868240395038	1	
ʔiq	11	0	11	0	0.6197053006758961	1	0.6197053006758961	1	0.6244073883481329	1	0.6244073883481329	1	
ʔiq-m̓a·	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	same-in.quantity
ʔiq-siɬa	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	same-act.like
ʔiq-sta	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	same-move?
ʔiq-ʔiː	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	same-reach
ʔiq-ʽis	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	still-on.the.beach
ʔiq-ḥap	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	same-do?
ʔisčc̓iːp	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	gum
ʔi·ḥʷ	7	0	6	1	0.8780779344967726	1	0.8780779344967727	0.977049964140569	0.884740455257136	1	0.8847404552571361	0.9844634469468867	important
ʔi·ḥʷ-camis	4	0	4	0	0.956968682763567	1	0.956968682763567	1	0.9642297964591113	1	0.9642297964591113	1	important-thing
ʔi·ḥʷ-mis	1	1	0	0	0.9661726033946928	0.9661726033946928	1	1	0.973503552932675	0.973503552932675	1	1	important-thing
ʔi·ḥʷ-p̓it	1	1	0	0	0.9674874491991394	0.9674874491991394	1	1	0.9748283752860413	0.9748283752860413	1	1	large-size
ʔi·ḥʷ-siɬa	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	great-do
ʔič̓a	2	0	2	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	lifted.up
ʔiš	2	0	2	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	gum
ʔiš-ʔuːk	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	gum-?all.over
ʔišc̓iːp	4	4	0	0	0.80695672961989	0.80695672961989	1	1	0.8130796097795977	0.8130796097795977	1	1	gum
ʔišc̓iːp-m̓i·t	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	gum-son.of
ʔiškʷiːc	1	1	0	0	0.8911068611044705	0.8911068611044705	1	1	0.897868240395038	0.897868240395038	1	1	
ʔiʔišpaːɬ	6	6	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	
ʔiʔiːnis	2	2	0	0	0.867798230934736	0.867798230934736	1	1	0.8743827532217272	0.8743827532217272	1	1	
ʔiːcʔiːqḥ	4	0	4	0	0.8060004781257469	1	0.8060004781257469	1	0.8121161026135131	1	0.8121161026135131	1	tell.story
ʔiːnax	3	0	3	0	0.7534066459478842	1	0.7534066459478842	1	0.7591232084788629	1	0.7591232084788629	1	dressed.up
ʔiːnax-yu·	2	0	2	0	0.8530958642122878	1	0.8530958642122878	1	0.8595688305431771	1	0.8595688305431771	1	dressed.up-done
ʔiːqḥ	21	2	19	0	0.4901528863995992	0.8856084150131484	0.4942687821633931	1	0.49387197972046815	0.8923280741900517	0.4980191053328853	1	telling
ʔiːqḥ-y̓akʷ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	telling-instrument
ʔiːčim	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	very.old
ʔiːč̓im	5	2	3	0	0.801458283528568	0.8856084150131484	0.801458283528568	1	0.8075394435746116	0.8923280741900517	0.8075394435746116	1	old
ʔiːč̓im-ckʷi·	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	old-remains.of
ʔiːč̓um	5	5	0	0	0.956968682763567	0.956968682763567	1	1	0.9642297964591113	0.9642297964591113	1	1	parent
ʔiːḥ	18	2	13	3	0.45194836241931624	0.8114989242170692	0.4546332223836407	0.7726512072675115	0.45537757437070936	0.8176562688184994	0.4580828060293313	0.7785137901963147	
ʔiːḥ-camis	2	0	2	0	0.7726512072675115	1	0.7726512072675115	1	0.7785137901963147	1	0.7785137901963147	1	big-thing
ʔiːḥ-ckʷi·	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	great-having.happened
ʔiːḥ-p̓i·t	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	big-??
ʔiːḥʷ	7	0	5	2	0.8110207984699978	1	0.8339708343294286	0.977049964140569	0.8171745152354573	1	0.8402986872214863	0.9844634469468867	large
ʔiːḥʷ-camis	2	0	2	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	great-thing
ʔiːḥʷ-ckʷi·	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	great-having.happened
ʔoːmʔa	1	0	0	0	0.9566100884532632	1	1	1	0.9638684812718296	1	1	1	
ʔu	128	1	127	0	0.13597821539564905	0.8911068611044705	0.14053038074997976	1	0.13700996627724918	0.897868240395038	0.14159667172760818	1	he
ʔu-(k)tis	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	it-acting.by.ref.to
ʔu-(k)čamaɬčiq	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	him-do.together
ʔu-(w)a(ƛ)	7	0	7	0	0.7354769304327039	1	0.7354769304327039	1	0.7410574491147779	1	0.7410574491147779	1	it-come.upon
ʔu-(w)aƛ	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	it-find
ʔu-(y)imɬ-ckʷi·	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	it-be.born-happened
ʔu-(y)i·	5	0	5	0	0.7387042792254364	1	0.7387042792254364	1	0.7443092858003132	1	0.7443092858003132	1	it-give
ʔu-(č)iɬ	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	it-with.ref.to
ʔu-aqsti·	2	0	2	0	0.8752091800143438	1	0.8752091800143438	1	0.8818499337588823	1	0.8818499337588823	1	it-among
ʔu-aqsti·-ckʷi·	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	it-among-happened
ʔu-ayi·	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	it-give
ʔu-a·nuːƛ	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	it-because.of
ʔu-a·s	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-on.board
ʔu-a·tuk	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	it-making.sound.of
ʔu-ca	49	0	49	0	0.3479462547629618	1	0.3479462547629618	1	0.35058633835323844	1	0.35058633835323844	1	it-go.to
ʔu-ca-ḥta	12	0	12	0	0.6666069009482828	1	0.6666069009482828	1	0.6716648600907303	1	0.6716648600907303	1	it-go.to-out.to
ʔu-ca-ḥta·k	5	0	5	0	0.8680372938082715	1	0.8680372938082715	1	0.8746236300132483	1	0.8746236300132483	1	it-go.to-headed.for
ʔu-ca-ḥta·kʷ	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	it-go.to-headed.for
ʔu-caqc̓u	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	it-at.the.end
ʔu-ca·	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	it-go.to
ʔu-caḥtak	2	0	2	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	it-in.the.direction.of
ʔu-ckʷi·	2	0	2	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	he-remains.of
ʔu-cpa·	6	2	4	0	0.7881902940473345	0.9203920631125987	0.867798230934736	1	0.7941707816451886	0.9273756473563773	0.8743827532217272	1	it-go.over
ʔu-cuk	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	it-needing
ʔu-cuːt	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	it-on.the.side.of
ʔu-cḥa	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	it-go.in.order.to
ʔu-cḥi	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-married.to
ʔu-cḥin	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	it-do.for
ʔu-cḥinƛ	2	0	2	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	he-marry.to
ʔu-iya	1	0	1	0	0.9907960793688739	1	0.9907960793688739	1	0.9983138624593519	1	0.9983138624593519	1	it-at.the.time
ʔu-iːc	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-belonging.to
ʔu-iːc-wa·s	3	0	3	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	it-belonging.to-go.outdoors
ʔu-iːy̓ip	3	0	3	0	0.673798709060483	1	0.673798709060483	1	0.6789112369023246	1	0.6789112369023246	1	it-obtain
ʔu-ksnaʕaːɬ	2	0	2	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	it-handling
ʔu-ktis	6	0	6	0	0.7254362897442027	1	0.7254362897442027	1	0.7309406238708901	1	0.7309406238708901	1	it-acting.by.ref.to
ʔu-kčamaɬča	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	he-together.with?
ʔu-kči-amaɬči	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	they-along.with-??
ʔu-kči·	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	he-together.with
ʔu-kš	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	it-asking.for
ʔu-kɬa·	7	0	7	0	0.5896485775759025	1	0.5896485775759025	1	0.5941226062868843	1	0.5941226062868843	1	it-having.as.name
ʔu-kɬaː	1	0	1	0	0.9894812335644274	1	0.9894812335644274	1	0.9969890401059858	1	0.9969890401059858	1	it-having.as.name
ʔu-kʷink	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	it-together.with
ʔu-kʷinkʷ	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	he-converse.with
ʔu-kʷiɬ	7	0	7	0	0.6832416925651447	1	0.6832416925651447	1	0.6884258701674094	1	0.6884258701674094	1	it-doing.to
ʔu-kʷiːɬ	3	0	3	0	0.8585943103036098	1	0.8585943103036098	1	0.8651089967481632	1	0.8651089967481632	1	it-make
ʔu-kʷiːɬ-ckʷi·	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-make-done
ʔu-kʷiːɬ-na·k	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	it-make-having
ʔu-l-yuʔaːɬ	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	it-??-aware.of
ʔu-l-ḥu·ɬ	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-??-in.front
ʔu-mac̓uk	1	0	1	0	0.9924695194836242	1	0.9924695194836242	1	1	1	1	1	it-talking.about
ʔu-ma·p	2	0	2	0	0.934855366961511	1	0.934855366961511	1	0.9419486932434061	1	0.9419486932434061	1	he-listen.to
ʔu-m̓a	1	0	1	0	0.9819507530480517	1	0.9819507530480517	1	0.9894014211730701	1	0.9894014211730701	1	it-??
ʔu-na·k	15	1	14	0	0.5919515499242969	0.887042792254363	0.6586182165909635	1	0.5964430527118714	0.8937733349391788	0.6636155606407323	1	it-having
ʔu-na·kʷ	1	0	1	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	it-having
ʔu-n̓a·ḥ	11	0	11	0	0.5377610675243953	1	0.5377610675243953	1	0.5418413935817284	1	0.5418413935817284	1	it-seeking
ʔu-n̓a·ḥ-či·p	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	it-seeking-for
ʔu-n̓aḥi	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	it-prepared
ʔu-pap	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	it-prefer
ʔu-qs	6	0	6	0	0.7881902940473345	1	0.7881902940473345	1	0.7941707816451886	1	0.7941707816451886	1	it-in.a.vessel
ʔu-qḥɬi	5	0	5	0	0.9035381305283292	1	0.9035381305283292	1	0.9103938335541374	1	0.9103938335541374	1	it-tell.about
ʔu-sa·ḥi	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	it-because.of
ʔu-siːk	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	it-complete
ʔu-sum	2	0	2	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	it-needing
ʔu-taq	4	0	4	0	0.8558450872579487	1	0.8558450872579487	1	0.8623389136456702	1	0.8623389136456702	1	it-working.on
ʔu-taḥ	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	it-trying.to.get
ʔu-t̓iʔiɬ	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	it-pretending.to.be
ʔu-waƛ	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	it-find
ʔu-wink	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	it-mix.with
ʔu-yi	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-give?
ʔu-yi·ya	1	0	1	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	it-at.time.of
ʔu-y̓a·	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	it-troubled.by
ʔu-y̓inƛ	3	0	3	0	0.9814726273009803	1	0.9814726273009803	1	0.9889196675900278	1	0.9889196675900278	1	it-troubled.by
ʔu-y̓i·ḥa	4	0	4	0	0.7641644752569926	1	0.7641644752569926	1	0.7699626640973143	1	0.7699626640973143	1	it-because.of
ʔu-y̓i·ḥa-in	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	it-because.of-??
ʔu-č̓ak-ckʷi·	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	it-instruments-happened
ʔu-č̓akʷ	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	it-instrument
ʔu-ʔaɬa	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	it-attached.on
ʔu-ʔinkʷ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	it-??
ʔu-ʔinḥ	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	it-size?
ʔu-ʔi·ya	4	0	4	0	0.659096342338035	1	0.659096342338035	1	0.6640973142237747	1	0.6640973142237747	1	it-reach
ʔu-ʔi·ya-ačišt	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-reach-on.the.sea
ʔu-ʔi·ʔas	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	it-go.out
ʔu-ʔiː	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	it-reach
ʔu-ʔiː-cqiː	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	it-reach-on.top
ʔu-ʔiː-ʼas	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	it-get.to.be.at-ong.the.ground
ʔu-ʔiːp	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	it-get
ʔu-ʕi(ƛ)	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	it-come.upon
ʔu-ʼatup	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	it-do.for
ʔu-ʼa·qsta	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	it-amongst
ʔu-ʼa·ɬuk	2	0	2	0	0.9331819268467607	1	0.9331819268467607	1	0.9402625557027581	1	0.9402625557027581	1	she-looking.after
ʔu-ʼaɬa	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	it-attached.on
ʔu-ʼaɬuk	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	he-looking.after
